Review,Sentiment,Platform
"We ended up staying here for one night; we were originally going to stay 2 but decided to only stay for 1 as we were not that impressed by the hotel. First they messed up our booking so we had to end up paying more money than originally expected, this place is not cheap by the way, they then did upgrade our room which was nice but they only did this for 1 night so if we wanted to stay for 2 like originally planned we would have had to move rooms. The hotel itself is quite stunning but not as amazing as I had expected, the pool is pretty cool though.Apart from the rooms being very expensive the food is also ridiculously over priced as is the taxi service they offer. When we asked if they could organise a tuk tuk instead they turned their nose up at us and told up they do not deal with those types, we did end up finding one though. You also have to wear trousers in the restaurant so I was made to change my smart looking shorts for shabby jeans, we also found out most of the other guests are oldies as the restaurant looked like an old persons convention. Maybe explains there backward view on the shorts.So all in all the hotel is lovely and nice but probably more suited to old or middle aged travellers who like waiters to wipe the side of there mouths and call them sir and madam.",Negative,TripAdvisor
"However, this was an unpleasant experience again. After waiting so long for the dinner, the guy came and to be honest he was polite, but he brought a bill with him and I told him my booking is half-board so the dinner should be included. I called the room services and they told me rudely that half-board booking is only at the restaurant so if you want to have your dinner in the room you have to pay for it! so I asked them to call the manager and he replied I will call him and back to you.",Negative,Google Reviews
Peaceful place,Positive,Google Reviews
"Masterpiece from legendary architecture Geoffrey bawa . Must visit hotel in Sri Lanka where modern construction mixed with nature at its best.. Amazing buffets we ever tried with friendly staff and relaxed atmosphere. If you stay few days in this hotel, it sure becomes an addiction. Highly recommended..!",Positive,Google Reviews
A place my whole family loves,Positive,Google Reviews
"A must for Geoffrey Bawa fans. Its a cultural, architectural high light. Crazy jungle hotel, nestled in lush green, merged with rock and nature. Great pools and view. Made friends with plenty of monkeys, birds and a turtle",Positive,Booking.com
Beautiful place,Positive,Google Reviews
"Had a lovely stay here and there are plenty of things to recommend about it including the location, the set up and the friendly staff. It is let down by quite average rooms and food that is just alright and mainly westernised",Positive,TripAdvisor
"it’s situated in middle jungle.very nice place even we can enjoy lake also, environment is great if you’ll go there you can breath 100% with oxygen and also kanchana restaurant has freaking tasty. we enjoyed a lot",Positive,Booking.com
"Travelling as a couple, we have mixed feelings about this hotel, with its gorgeous views overlooking the lake and mountains (you can see Sigiriya from the terrace) and stunning architecture. Just driving up to it, on a narrow road through the jungle, gave us the sense that we'd soon be in a quiet tropical paradise. But this was not to be. But here's why we're conflicted: yes, the architecture and jungle setting is gorgeous but this hotel is ENORMOUS, and because of that, it can accommodate many tour groups and business functions. We were not there during the high season, yet the buffet breakfasts and dinners were packed. There is an a la carte dining room that we couldn't get into one night, at least at a decent hour, and when we did eat there on the second attempt, we were very disappointed to find only one Sri Lankan option on the menu.Thinking we might have a quiet drink in the lounge overlooking the infinity pool after climbing the 1200 steps of Sangiriya, we were rudely disappointed. While not crowded, a family group in the corner were totally oblivious to the screaming and running around of their three young children as they hurtled through the lounge and the nearby corridors. The staff did nothing to intervene. Also, some tour groups are really loud - they speak at high volume whether at a table for two or twenty, and thus the quiet promise of the jungle surroundings is not possible at all, except in one's room. (And not even there if those children decide to run up and down YOUR corridor - which they did!) There is no prohibition against smoking in the common areas; be prepared to inhale as your neighbours light up one after another. The staff was always pleasant, although busy. The infinity pool is beautiful but with very inadequate lighting after sunset, and the path from the hotel to the lounge is completely dark, making it very easy to trip on the rough stones.",Negative,TripAdvisor
